headlines,outcome,triples,relations,is_in_triples,is_in_entities
A Facebook user shared a video that shows a flock of birds on a road in Chandigarh.,0,"[[{'subject': 'road', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Chandigarh'}, {'subject': 'Facebook user', 'relation': 'shared', 'object': 'video'}]]","['is in', 'shared']","[{'subject': 'road', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Chandigarh'}]","['road', 'http://dbpedia.org/resource/Chandigarh']"
"Dr. Vandana Tiwari, part of the team investigating and identifying attendees of Tablighi Jamaat in U.P’s Bareilly who were attacked by them succumbed to her injuries today",0,"[[{'subject': 'U.P', 'relation': 'in', 'object': 'http://dbpedia.org/resource/Bareilly'}, {'subject': 'U.P', 'relation': 'in', 'object': 'http://dbpedia.org/resource/Bareilly'}, {'subject': 'U.P', 'relation': 'in', 'object': 'http://dbpedia.org/resource/Bareilly'}, {'subject': 'attendees', 'relation': 'is in', 'object': 'U.P ’s Bareilly'}, {'subject': 'Dr. Vandana Tiwari', 'relation': 'part of', 'object': 'team investigating'}]]","['in', 'in', 'in', 'is in', 'part of']","[{'subject': 'attendees', 'relation': 'is in', 'object': 'U.P ’s Bareilly'}]","['attendees', 'U.P ’s Bareilly']"
Photograph of a rail track from Colombo filled with wild-flowers during current curfew period in Sri Lanka.,0,"[[{'subject': 'Photograph', 'relation': 'filled during', 'object': 'current curfew period'}, {'subject': 'Photograph', 'relation': 'filled during', 'object': 'curfew period in Sri Lanka'}, {'subject': 'current curfew period', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Sri_Lanka'}, {'subject': 'Photograph', 'relation': 'filled with', 'object': 'wild flowers'}, {'subject': 'Photograph', 'relation': 'filled during', 'object': 'current curfew period in Sri Lanka'}, {'subject': 'Photograph', 'relation': 'filled during', 'object': 'curfew period'}, {'subject': 'Photograph', 'relation': 'filled with', 'object': 'flowers'}]]","['filled during', 'filled during', 'is in', 'filled with', 'filled during', 'filled during', 'filled with']","[{'subject': 'current curfew period', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Sri_Lanka'}]","['current curfew period', 'http://dbpedia.org/resource/Sri_Lanka']"
A man in Italy commits suicide after losing his family to coronavirus.,0,"[[{'subject': 'man', 'relation': 'commits suicide after', 'object': 'losing man in Italy family'}, {'subject': 'man', 'relation': 'commits', 'object': 'http://dbpedia.org/resource/Suicide'}, {'subject': 'losing man', 'relation': 'is in', 'object': 'Italy family'}, {'subject': 'man', 'relation': 'commits suicide after', 'object': 'man'}, {'subject': 'man', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Italy'}, {'subject': 'man', 'relation': 'commits suicide after', 'object': 'losing man'}, {'subject': 'man', 'relation': 'commits suicide after', 'object': 'man in Italy family to coronavirus'}, {'subject': 'man', 'relation': 'commits suicide after', 'object': 'losing man in Italy family to coronavirus'}, {'subject': 'man', 'relation': 'commits suicide after', 'object': 'losing man to coronavirus'}, {'subject': 'man', 'relation': 'commits suicide after', 'object': 'man to coronavirus'}, {'subject': 'man', 'relation': 'commits suicide after', 'object': 'man in Italy family'}]]","['commits suicide after', 'commits', 'is in', 'commits suicide after', 'is in', 'commits suicide after', 'commits suicide after', 'commits suicide after', 'commits suicide after', 'commits suicide after', 'commits suicide after']","[{'subject': 'losing man', 'relation': 'is in', 'object': 'Italy family'}, {'subject': 'man', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Italy'}]","['losing man', 'Italy family', 'man', 'http://dbpedia.org/resource/Italy']"
Viral publication says a video shows a “gay party in Italy few weeks before COVID-19.,0,"[[{'subject': 'gay party', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Italy'}]]",['is in'],"[{'subject': 'gay party', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Italy'}]","['gay party', 'http://dbpedia.org/resource/Italy']"
“Mass vaccination for COVID-19 in Senegal was started yesterday (4/8) and the first 7 CHILDREN who received it DIED on the spot.,0,"[[{'subject': 'Mass vaccination', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Senegal'}]]",['is in'],"[{'subject': 'Mass vaccination', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Senegal'}]","['Mass vaccination', 'http://dbpedia.org/resource/Senegal']"
Image of poor Hindus stranded due to the lockdown in India.,0,"[[{'subject': 'Image', 'relation': 'stranded due', 'object': 'lockdown in India'}, {'subject': 'http://dbpedia.org/resource/Lockdown', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/India'}, {'subject': 'Image', 'relation': 'stranded due', 'object': 'http://dbpedia.org/resource/Lockdown'}]]","['stranded due', 'is in', 'stranded due']","[{'subject': 'http://dbpedia.org/resource/Lockdown', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/India'}]","['http://dbpedia.org/resource/Lockdown', 'http://dbpedia.org/resource/India']"
A video allegedly showing a man spitting on the bread slices is being shared with a communal spin in India.,0,"[[{'subject': 'video', 'relation': 'is', 'object': 'is shared with communal spin in India'}, {'subject': 'video', 'relation': 'is', 'object': 'is shared with communal spin'}, {'subject': 'video', 'relation': 'is', 'object': 'is shared'}, {'subject': 'video', 'relation': 'is', 'object': 'is shared with spin in India'}, {'subject': 'communal spin', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/India'}, {'subject': 'video', 'relation': 'is', 'object': 'is shared with spin'}]]","['is', 'is', 'is', 'is', 'is in', 'is']","[{'subject': 'communal spin', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/India'}]","['communal spin', 'http://dbpedia.org/resource/India']"
"“Per order from @GovWhitmer, people in Michigan are now banned from purchasing a new baby car seat in stores.",0,"[[{'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer now banned from new baby car seat'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer banned from purchasing new baby car seat'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order banned from baby car seat'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order banned from purchasing baby car seat'}, {'subject': 'people', 'relation': 'are banned Per', 'object': 'order from @GovWhitmer'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order banned from new baby car seat in stores'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order now banned from new baby car seat in stores'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer now banned from purchasing baby car seat'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order banned from purchasing baby car seat in stores'}, {'subject': 'people', 'relation': 'are banned from', 'object': 'baby car seat in stores'}, {'subject': 'people', 'relation': 'are', 'object': 'banned'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order now banned from purchasing new baby car seat'}, {'subject': 'people', 'relation': 'are now banned from', 'object': 'purchasing new baby car seat'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer now banned from new baby car seat in stores'}, {'subject': 'people', 'relation': 'are now banned from', 'object': 'purchasing new baby car seat in stores'}, {'subject': 'people', 'relation': 'are banned from', 'object': 'purchasing new baby car seat in stores'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order banned from baby car seat in stores'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer banned from purchasing baby car seat in stores'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer now banned from purchasing baby car seat in stores'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order now banned from baby car seat in stores'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order now banned from purchasing baby car seat'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order now banned from purchasing baby car seat in stores'}, {'subject': 'people', 'relation': 'are banned from', 'object': 'purchasing baby car seat'}, {'subject': 'people', 'relation': 'are now banned from', 'object': 'new baby car seat in stores'}, {'subject': 'people', 'relation': 'are banned Per', 'object': 'order'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer banned from new baby car seat'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer now banned from baby car seat'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer banned from new baby car seat in stores'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer now banned from baby car seat in stores'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer banned from purchasing baby car seat'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order now banned from baby car seat'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order banned from new baby car seat'}, {'subject': 'people', 'relation': 'are banned from', 'object': 'new baby car seat in stores'}, {'subject': 'people', 'relation': 'are now banned from', 'object': 'baby car seat'}, {'subject': 'people', 'relation': 'are now banned from', 'object': 'purchasing baby car seat'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer now banned from purchasing new baby car seat in stores'}, {'subject': 'people', 'relation': 'are now banned Per', 'object': 'order from @GovWhitmer'}, {'subject': 'purchasing new baby car seat', 'relation': 'is in', 'object': 'stores'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer banned from baby car seat in stores'}, {'subject': 'people', 'relation': 'are now banned from', 'object': 'purchasing baby car seat in stores'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order now banned from new baby car seat'}, {'subject': 'people', 'relation': 'are banned from', 'object': 'baby car seat'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order now banned from purchasing new baby car seat in stores'}, {'subject': 'people', 'relation': 'are', 'object': 'now banned'}, {'subject': 'people', 'relation': 'are now banned from', 'object': 'new baby car seat'}, {'subject': 'people', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Michigan'}, {'subject': 'people', 'relation': 'are banned from', 'object': 'purchasing new baby car seat'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer banned from purchasing new baby car seat in stores'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order banned from purchasing new baby car seat'}, {'subject': 'people', 'relation': 'are banned from', 'object': 'new baby car seat'}, {'subject': 'people', 'relation': 'are now banned from', 'object': 'baby car seat in stores'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer now banned from purchasing new baby car seat'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order banned from purchasing new baby car seat in stores'}, {'subject': 'people', 'relation': 'are banned from', 'object': 'purchasing baby car seat in stores'}, {'subject': 'people', 'relation': 'are now banned Per', 'object': 'order'}, {'subject': 'people', 'relation': 'are', 'object': 'Per order from @GovWhitmer banned from baby car seat'}]]","['are', 'are', 'are', 'are', 'are banned Per', 'are', 'are', 'are', 'are', 'are banned from', 'are', 'are', 'are now banned from', 'are', 'are now banned from', 'are banned from', 'are', 'are', 'are', 'are', 'are', 'are', 'are banned from', 'are now banned from', 'are banned Per', 'are', 'are', 'are', 'are', 'are', 'are', 'are', 'are banned from', 'are now banned from', 'are now banned from', 'are', 'are now banned Per', 'is in', 'are', 'are now banned from', 'are', 'are banned from', 'are', 'are', 'are now banned from', 'is in', 'are banned from', 'are', 'are', 'are banned from', 'are now banned from', 'are', 'are', 'are banned from', 'are now banned Per', 'are']","[{'subject': 'purchasing new baby car seat', 'relation': 'is in', 'object': 'stores'}, {'subject': 'people', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Michigan'}]","['purchasing new baby car seat', 'stores', 'people', 'http://dbpedia.org/resource/Michigan']"
A video has been viewed thousands of times on Facebook alongside a claim it shows Muslims in the US praying on a street during the coronavirus pandemic.,0,"[[{'subject': 'Muslims', 'relation': 'is in', 'object': 'US'}]]",['is in'],"[{'subject': 'Muslims', 'relation': 'is in', 'object': 'US'}]","['Muslims', 'US']"
"The new vaccination system against COVID-19, studied in Pittsburgh in the US, inserts microchips in the body.",0,"[[{'subject': 'new vaccination system', 'relation': 'inserts microchips in', 'object': 'body'}, {'subject': 'new vaccination system', 'relation': 'inserts', 'object': 'microchips'}, {'subject': 'new vaccination system inserts', 'relation': 'is in', 'object': 'body'}, {'subject': 'vaccination system', 'relation': 'inserts', 'object': 'microchips'}, {'subject': 'vaccination system', 'relation': 'inserts microchips in', 'object': 'body'}]]","['inserts microchips in', 'inserts', 'is in', 'inserts', 'inserts microchips in']","[{'subject': 'new vaccination system inserts', 'relation': 'is in', 'object': 'body'}]","['new vaccination system inserts', 'body']"
Since there is COVID-19 nobody in Germany dies of heart attacks or cancer anymore.,0,"[[{'subject': 'COVID nobody', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Germany'}, {'subject': 'COVID 19 nobody', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Germany'}]]","['is in', 'is in']","[{'subject': 'COVID nobody', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Germany'}, {'subject': 'COVID 19 nobody', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Germany'}]","['COVID nobody', 'http://dbpedia.org/resource/Germany', 'COVID 19 nobody', 'http://dbpedia.org/resource/Germany']"
"News stories and social media posts in China claimed research on virus mutations proves the origin of COVID-19 is the United States. They say a strain found in Washington State, which was later removed from an international database, has unusually high number of mutations and it is the oldest among all strains.",0,"[[{'subject': 'media posts', 'relation': 'claimed', 'object': 'research on virus mutations'}, {'subject': 'media posts', 'relation': 'claimed', 'object': 'research'}, {'subject': 'News stories', 'relation': 'claimed', 'object': 'research on virus mutations'}, {'subject': 'News stories', 'relation': 'claimed', 'object': 'research'}, {'subject': 'News stories', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}, {'subject': 'social media posts', 'relation': 'claimed', 'object': 'research'}, {'subject': 'social media posts', 'relation': 'claimed', 'object': 'research on virus mutations'}, {'subject': 'origin', 'relation': 'is', 'object': 'http://dbpedia.org/resource/United_States'}], [{'subject': 'social media posts', 'relation': 'say', 'object': 'strain'}, {'subject': 'media posts', 'relation': 'say', 'object': 'strain'}, {'subject': 'News stories', 'relation': 'say', 'object': 'strain'}, {'subject': 'News stories', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}, {'subject': 'it', 'relation': 'is oldest among', 'object': 'strains'}]]","['claimed', 'claimed', 'claimed', 'claimed', 'is in', 'claimed', 'claimed', 'is', 'say', 'say', 'say', 'is in', 'is oldest among']","[{'subject': 'News stories', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}, {'subject': 'News stories', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}]","['News stories', 'http://dbpedia.org/resource/China', 'News stories', 'http://dbpedia.org/resource/China']"
A YouTube video shared thousands of times claims that two children died from a novel coronavirus vaccine in Guinea.,0,"[[{'subject': 'novel coronavirus vaccine', 'relation': 'is in', 'object': 'Guinea'}]]",['is in'],"[{'subject': 'novel coronavirus vaccine', 'relation': 'is in', 'object': 'Guinea'}]","['novel coronavirus vaccine', 'Guinea']"
"Venko Filipce, the Minister of Health in North Macedonia, said on a TV show that all the new coronavirus patients in the country have a mild clinical picture.",0,"[[{'subject': 'Venko Filipce', 'relation': 'said on', 'object': 'TV show'}, {'subject': 'Venko Filipce', 'relation': 'Minister of', 'object': 'Health'}, {'subject': 'Venko Filipce', 'relation': 'Minister in', 'object': 'http://dbpedia.org/resource/North_Macedonia'}, {'subject': 'Minister', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/North_Macedonia'}]]","['said on', 'Minister of', 'Minister in', 'is in']","[{'subject': 'Minister', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/North_Macedonia'}]","['Minister', 'http://dbpedia.org/resource/North_Macedonia']"
The field hospital built in a football stadium in São Paulo (Brazi) to receive COVID-19 patients is empty.,0,"[[{'subject': 'http://dbpedia.org/resource/Field_hospital', 'relation': 'built in', 'object': 'football stadium in São Paulo'}, {'subject': 'http://dbpedia.org/resource/Field_hospital', 'relation': 'built in', 'object': 'football stadium'}, {'subject': 'football stadium', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Campeonato_Paulista'}, {'subject': 'http://dbpedia.org/resource/Field_hospital', 'relation': 'receive', 'object': 'COVID 19 patients'}]]","['built in', 'built in', 'is in', 'receive']","[{'subject': 'football stadium', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Campeonato_Paulista'}]","['football stadium', 'http://dbpedia.org/resource/Campeonato_Paulista']"
"The COVID-19 death tool in São Paulo (Brazil) has been reviewed, from 201 confirmed cases to only 26.",0,"[[{'subject': 'COVID 19 death tool', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Campeonato_Paulista'}]]",['is in'],"[{'subject': 'COVID 19 death tool', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Campeonato_Paulista'}]","['COVID 19 death tool', 'http://dbpedia.org/resource/Campeonato_Paulista']"
Images with claims that Myanmar government should send COVID-19 quarantine people to these buildings in Rakhine state.,0,"[[{'subject': 'Images', 'relation': 'is with', 'object': 'claims'}, {'subject': 'buildings', 'relation': 'is in', 'object': 'Rakhine state'}]]","['is with', 'is in']","[{'subject': 'buildings', 'relation': 'is in', 'object': 'Rakhine state'}]","['buildings', 'Rakhine state']"
Website link in order to activate 100 GB Free Internet Data & Rs.500 Talk time offer amid the COVID-19 situation in Sri Lanka.,0,"[[{'subject': 'COVID 19 situation', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Sri_Lanka'}, {'subject': 'Website link', 'relation': 'is in', 'object': 'order to activate amid COVID 19 situation'}]]","['is in', 'is in']","[{'subject': 'COVID 19 situation', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Sri_Lanka'}, {'subject': 'Website link', 'relation': 'is in', 'object': 'order to activate amid COVID 19 situation'}]","['COVID 19 situation', 'http://dbpedia.org/resource/Sri_Lanka', 'Website link', 'order to activate amid COVID 19 situation']"
"Herd of Sri Lankan Sambar Deer’s were seen freely gazing on a beach of Yala National Park, due to lack of human activity during current curfew period in Sri Lanka.",0,"[[{'subject': 'current curfew period', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Sri_Lankan_sambar_deer'}, {'subject': 'Herd', 'relation': 'were', 'object': 'seen'}]]","['is in', 'were']","[{'subject': 'current curfew period', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Sri_Lankan_sambar_deer'}]","['current curfew period', 'http://dbpedia.org/resource/Sri_Lankan_sambar_deer']"
Boy washing apples in a sewer claimed to be from India and is linked to the coronavirus,0,"[[{'subject': 'Boy washing apples', 'relation': 'is in', 'object': 'sewer'}, {'subject': 'Boy washing apples', 'relation': 'is', 'object': 'linked'}, {'subject': 'Boy washing apples', 'relation': 'claimed', 'object': 'http://dbpedia.org/resource/India'}, {'subject': 'Boy washing apples', 'relation': 'claimed', 'object': 'to India'}, {'subject': 'Boy washing apples', 'relation': 'is linked to', 'object': 'http://dbpedia.org/resource/Coronavirus'}, {'subject': 'Boy washing apples', 'relation': 'be from', 'object': 'http://dbpedia.org/resource/India'}]]","['is in', 'is', 'claimed', 'claimed', 'is linked to', 'be from']","[{'subject': 'Boy washing apples', 'relation': 'is in', 'object': 'sewer'}]","['Boy washing apples', 'sewer']"
"Main hospital in São Paulo, Brazil, has no patients infected with COVID-19.",0,"[[{'subject': 'Main hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Campeonato_Paulista'}]]",['is in'],"[{'subject': 'Main hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Campeonato_Paulista'}]","['Main hospital', 'http://dbpedia.org/resource/Campeonato_Paulista']"
"Image of Dr. Vandana Tiwari who died after an attack by Muslims in Uttar Pradesh, when she went to screen them for COVID-19.",0,"[[{'subject': 'she', 'relation': 'screen', 'object': 'them'}, {'subject': 'attack', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Uttar_Pradesh'}]]","['screen', 'is in']","[{'subject': 'attack', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Uttar_Pradesh'}]","['attack', 'http://dbpedia.org/resource/Uttar_Pradesh']"
"COVID-19 causes prolonged and progressive hypoxia (starving your body of oxygen) by binding to the heme groups in hemoglobin in your red blood cells. People are simply desaturating (losing O2 in their blood), and that’s what eventually leads to organ failures that kill them, not any form of ARDS or pneumonia.",0,"[[{'subject': 'http://dbpedia.org/resource/Coronavirus_disease_2019', 'relation': 'causes', 'object': 'prolonged'}, {'subject': 'heme groups', 'relation': 'is in', 'object': 'your red blood cells'}, {'subject': 'COVID 19', 'relation': 'causes', 'object': 'prolonged'}, {'subject': 'heme groups', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Hemoglobin'}], [{'subject': 'losing O2', 'relation': 'is in', 'object': 'People blood'}, {'subject': 'organ failures', 'relation': 'form of', 'object': 'http://dbpedia.org/resource/Acute_respiratory_distress_syndrome'}]]","['causes', 'is in', 'causes', 'is in', 'is in', 'form of']","[{'subject': 'heme groups', 'relation': 'is in', 'object': 'your red blood cells'}, {'subject': 'heme groups', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Hemoglobin'}, {'subject': 'losing O2', 'relation': 'is in', 'object': 'People blood'}]","['heme groups', 'your red blood cells', 'heme groups', 'http://dbpedia.org/resource/Hemoglobin', 'losing O2', 'People blood']"
A law allows people to go for a run during the state of alarm in Spain.,0,"[[{'subject': 'state', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Spain'}, {'subject': 'law', 'relation': 'allows', 'object': 'people'}, {'subject': 'people', 'relation': 'go during', 'object': 'state'}, {'subject': 'people', 'relation': 'go during', 'object': 'state of alarm in Spain'}, {'subject': 'people', 'relation': 'go during', 'object': 'state of alarm'}, {'subject': 'people', 'relation': 'go during', 'object': 'state in Spain'}, {'subject': 'people', 'relation': 'go for', 'object': 'run'}]]","['is in', 'allows', 'go during', 'go during', 'go during', 'go during', 'go for']","[{'subject': 'state', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Spain'}]","['state', 'http://dbpedia.org/resource/Spain']"
"Opposition parties in Japan have opposed all deliberation in parliament, blocking commission meetings for two days because they wanted to look more carefully into the contents of the supplementary budget.",0,"[[{'subject': 'Opposition parties', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Japan'}]]",['is in'],"[{'subject': 'Opposition parties', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Japan'}]","['Opposition parties', 'http://dbpedia.org/resource/Japan']"
Croatian PM Plenković opening borders to migrants in the shadow of the coronavirus crisis.,0,"[[{'subject': 'migrants', 'relation': 'is in', 'object': 'shadow of coronavirus crisis'}]]",['is in'],"[{'subject': 'migrants', 'relation': 'is in', 'object': 'shadow of coronavirus crisis'}]","['migrants', 'shadow of coronavirus crisis']"
COVID-19 mass vaccine in Senegal that began in West Africa killed the first seven children who received it.,0,"[[{'subject': 'COVID 19 mass vaccine', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Senegal'}]]",['is in'],"[{'subject': 'COVID 19 mass vaccine', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Senegal'}]","['COVID 19 mass vaccine', 'http://dbpedia.org/resource/Senegal']"
"A doctor who went to Uttar Pradesh (a state in India) to screen patients for coronavirus, was attacked with stones by Muslims. She succumbed to her injuries.",0,"[[{'subject': 'state', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/India'}, {'subject': 'doctor', 'relation': 'was attacked by', 'object': 'Muslims'}, {'subject': 'doctor', 'relation': 'was', 'object': 'attacked with stones by Muslims'}], [{'subject': 'state', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/India'}, {'subject': 'state', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/India'}, {'subject': 'doctor', 'relation': 'succumbed to', 'object': 'doctor'}]]","['is in', 'was attacked by', 'was', 'is in', 'is in', 'succumbed to']","[{'subject': 'state', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/India'}, {'subject': 'state', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/India'}, {'subject': 'state', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/India'}]","['state', 'http://dbpedia.org/resource/India', 'state', 'http://dbpedia.org/resource/India', 'state', 'http://dbpedia.org/resource/India']"
A Tablighi Jamaat member kept in Uttar Pradesh’s (a state in India) isolation ward is running naked and creating chaos.,0,"[[{'subject': 'Tablighi Jamaat member', 'relation': 'kept in', 'object': 'in Uttar Pradesh'}, {'subject': 'state', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/India'}, {'subject': 'isolation ward', 'relation': 'creating', 'object': 'chaos'}]]","['kept in', 'is in', 'creating']","[{'subject': 'state', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/India'}]","['state', 'http://dbpedia.org/resource/India']"
French astrologer Nostradamus had predicted in 1551 that there would be an outbreak of coronavirus in China in 2020.,0,"[[{'subject': 'astrologer Nostradamus', 'relation': 'had predicted in', 'object': '1551'}, {'subject': 'that there would outbreak', 'relation': 'is in', 'object': '2020'}, {'subject': 'French astrologer Nostradamus', 'relation': 'had predicted in', 'object': '1551'}, {'subject': 'that there would outbreak', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}]]","['had predicted in', 'is in', 'had predicted in', 'is in']","[{'subject': 'that there would outbreak', 'relation': 'is in', 'object': '2020'}, {'subject': 'that there would outbreak', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}]","['that there would outbreak', '2020', 'that there would outbreak', 'http://dbpedia.org/resource/China']"
Boris Johnson shopping in England in the time of coronavirus.,0,"[[{'subject': 'Boris Johnson shopping', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/England'}, {'subject': 'Boris Johnson shopping', 'relation': 'is in', 'object': 'time of coronavirus'}]]","['is in', 'is in']","[{'subject': 'Boris Johnson shopping', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/England'}, {'subject': 'Boris Johnson shopping', 'relation': 'is in', 'object': 'time of coronavirus'}]","['Boris Johnson shopping', 'http://dbpedia.org/resource/England', 'Boris Johnson shopping', 'time of coronavirus']"
